Address,Name,Subsystem,Status,Description
0x0056C634,RecycleShop_InitFleaMarketStalls,Shop,done,Initializes the 8 interactive flea market selling tables and prices inside Re-Tail
0x005831A8,Audio_Bgm_StageOpusMgr_Init,Audio,done,Initializes StageOpusMgr singleton binds audio dispatch channels and sets initial volume state
0x005832F8,Audio_Bgm_SwitchStageBgm,Audio,done,Crossfades and switches active stage BGM stream based on target location and stage ID
0x0058392C,Audio_Bgm_ResolveStageId,Audio,done,"Maps game location flags to specific StageOpus BGM classes (Town, Tour, Island, Office, Club LOL)"
0x00588BEC,Audio_Bgm_CalculateCrossfadeFrames,Audio,done,Computes minute 59 countdown frames for smooth crossfade transition into top-of-hour theme
0x00589F40,Audio_Bgm_SetTrackVolumeAndFade,Audio,done,Sets target volume and fade rate on active BGM voice channel
0x00246938,SoundObjRiver_Init,Audio,done,Initializes river positional sound emitter and allocates audio stream
0x002469C8,SoundObjRiver_UpdatePositionAndPanning,Audio,done,Culls river audio beyond 300 units and tracks nearest orthogonal point on river spline for 3D panning
0x00246B94,SoundObjRiver_StopAndRelease,Audio,done,Halts river audio stream and releases voice handle
0x0020AFE0,SoundObjFall_Init,Audio,done,Initializes waterfall sound emitter with SFX ID 0x01000786
0x0020B0FC,SoundObjFall_Update,Audio,done,Updates 3D positional panning and distance attenuation for waterfall roar 0x01000786
0x001D9CC4,SoundObjNpc_Init,Audio,done,Binds NPC voice emitter to actor transform and initializes phonetic playback state
0x001D9E6C,SoundObjNpc_UpdateVoiceSynthesis,Audio,done,Synthesizes Animalese speech modulating sound effect 0x01000565 across 13 chromatic pitch semitones
0x006E3724,Player_Init,Player,done,Initializes AcPlayer actor instance transform model data and locomotion state machine
0x0064BC6C,Player_UpdatePreviousCoords,Player,done,Caches previous frame 3D coordinates and facing rotation for interpolation and movement delta calculations
0x006540B8,Player_UpdateStateMachine,Player,done,Evaluates locomotion state machine transitioning between walk run net sneak swim and dive states
0x0068C1FC,Player_ApplyVelocityAndRotation,Player,done,Rotates velocity vector by player facing angle and applies 3D displacement to position
0x0064BE70,Player_ResolveToolActionTarget,Player,done,Tests equipped tool target flags against interaction candidate resolving shovel dig fish water or bug net catch action
0x00690800,Player_ToolFunctor_ExecuteAction,Player,done,Dispatches resolved tool action animation and sound effect trigger
0x0064F26C,Player_BuildWorldMatrix,Player,done,Computes player world transform matrix and enqueues matrix to the active scene draw list
0x00229D10,Weather_BsWeatherRain_UpdateParticles,Weather,done,"Calculates active rain particle count (32 for light, 128 for storm) with 30s linear crossfade"
0x0022AFA0,Weather_BsWeatherSnow_UpdateParticles,Weather,done,"Calculates active snow particle count (100 for light, 400 for blizzard) with 30s linear crossfade"
0x001FE9F0,Weather_BsThunderMgr_Init,Weather,done,"Initializes BsThunderMgr actor (size 0x64, vtable 0x008EC120)"
0x001FE740,Weather_BsThunderMgr_GenerateMinuteStrikes,Weather,partial,Clears 60-byte per-minute strike buffer and caches time on weather-type branch; strike pattern generation source not yet located (audited 2026-09-07)
0x001FE8DC,Weather_BsThunderMgr_TickLightning,Weather,done,"Evaluates current second against bitmap, flashes screen, and plays indoor/outdoor thunder SE"
0x0062F4F4,Weather_CheckMeteorShowerActiveHours,Weather,done,Checks if current weather is clear and time is between 19:00 and 04:00 for shooting stars
0x002C9E74,Weather_BsShootingStarMgr_ctor,Weather,done,"Constructs BsShootingStarMgr actor (size 0x3A4, vtable 0x008F1410)"
0x002C9964,Weather_BsShootingStarMgr_Init,Weather,done,Initializes 4 star streak slots and positional audio emitters
0x002C9AAC,Weather_BsShootingStarMgr_Update,Weather,done,"Updates active star streaks, audio chime 0x01000570, and lifetime timers"
0x002C965C,Weather_BsShootingStarMgr_UpdateStarMatrix,Weather,done,Updates directional transform matrix for shooting star particle emitters
0x002C9850,Weather_BsShootingStarMgr_TryWish,Weather,done,"Checks visible star arc during player wish, emits sparkles, and plays 0x01000571"
0x00680E00,Player_PerformStarWish,Player,done,Triggers star wish attempt when player presses A without tools looking at sky
0x001D3594,Actor_RegisterAllActors,Core,done,"Central actor engine registration initializing 669 actors, meta array 0x00952FB0, factory array 0x00954DA4"
0x0051FD40,Actor_GetActorMetaByIndex,Core,done,Fetches 12-byte metadata entry for given actor index (bounds-checked against 669)
0x0051FD74,Actor_InvokeFactoryByIndex,Core,done,Invokes 8-byte entry factory/constructor method from 0x00954DA4 for given actor index
0x0011253C,Save_InitVillagersBlock,Save,done,"Initializes the 142,284-byte villager save region (10 resident slots + newcomer moving queue)"
0x00308D08,Save_InitSingleVillagerRecord,Save,done,"Initializes an individual 9,496-byte villager save record (furniture, letters, 4 player relation records)"
0x006F3F78,Villager_MoveIn_AssignPlayerSlot,Villager,partial,Finds first unoccupied town resident slot (0..9) and migrates newcomer data from queue (field-level semantics of migrated bytes unconfirmed, see functions/ audit note)
0x007570D0,Villager_CheckIsBestFriend,Villager,done,"Checks if relationship state bits [2:0] equal 3 (Best Friend tier, picture reward eligible)"
0x00757108,Villager_CheckSpokenToday,Villager,done,Checks bit 5 of relationship state byte to enforce once-per-day friendship conversation reward
0x0075711C,Villager_CheckSlotEmpty,Villager,done,Checks if relationship state bits [2:0] equal 0 (unassigned / empty resident slot)
0x00767150,Villager_SetGiftExchangeStatus,Villager,done,Sets bits [4:3] of relationship state byte during item/present trades and records item ID
0x0064B410,Npc_AcNpcNml_ctor,Npc,done,"Constructs AcNpcNml animal villager actor, binds vtable 0x008F7304 and initializes animation components"
0x0057A4F0,Npc_AcNpc_ctor,Npc,done,"Constructs AcNpc base actor, initializes AI state machine and audio receivers"
0x005781D0,Npc_AcNpc_WanderSearchCandCB_Execute,Npc,done,Chebyshev metric candidate tile distance validator for villager wandering pathfinding
0x006A0D60,Npc_BsNpcMgr_ctor,Npc,done,"Constructs central BsNpcMgr manager (max 10 villagers, up to 14 on Main Street, 4x4 acre boundary clamping)"
0x002EBD84,Save_InitPublicWorksBlock,Save,done,"Initializes 18,508-byte PWP save region (4 PWPSaveBlock instances)"
0x0024DBC4,PWP_InitSaveBlock,PWP,done,"Initializes 6 PWP construction slots, zeroes built count, and sets max project limit (0x1E = 30)"
0x002D4F24,PWP_InitProjectSlot,PWP,done,Initializes single 770-byte project slot with 10x10 collision grid and 8x8 placement grid
0x0024DD34,PWP_UnlockProject,PWP,done,Adds newly suggested project ID to player 40-byte unlocked project buffer if not duplicate
0x0024DF60,PWP_ValidateAndPlaceProject,PWP,done,"Marks PWP active, stores 0x2E placement metadata, registers world collision, and updates state"
0x0024E0D8,PWP_CheckDonationComplete,PWP,done,Evaluates Lloid gyroid Bell donations against project total cost and triggers completion
0x00576484,AcNpcSpSecretaryCeremony_ctor,Npc,done,Constructs Isabelle PWP celebration ceremony actor with Mayor and 3 villager attendee slots
0x002AD780,Item_BsInsectFieldMgr_ctor,Item,done,Constructs BsInsectFieldMgr with 12 normal slots (0x144 each) and 2 special event slots (wasps/ants)
0x002ADCC8,Item_BsInsectFieldMgr_Update,Item,flagged,"AUDIT 2026-09-07: address is mid-body of Core_BsLightPointFix_Vtbl09 (entry 0x002adc10), not a function start. Description was fabricated. Likely real function: 0x002acb7c Insect_BsInsectFieldMgr_UpdateBugLoop -- needs confirmation before reuse."
0x0025597C,Item_BsFishFieldMgr_ctor,Item,done,Constructs BsFishFieldMgr with 8 active swimming fish slots (0x18 each) and 15 sub-manager slots
0x00255500,Item_BsFishFieldMgr_Update,Item,done,"Ticks active swimming fish shadow slots in river and ocean, updating spatial lifetime ticks"
0x0076C72C,Museum_ValidateSpecimenIndex,Museum,done,"Validates specimen category (0..5) and category-relative index bounds (fossil:67, fish:72, diving:30, insect:72, art_p:25, art_s:8)"
0x0076C680,Museum_GetSpecimenDonationStatus,Museum,done,"Returns donation flag byte (0=uncollected, 1..4=donated by player 0..3, 5=special/town donation)"
0x0076B820,Museum_IsSpecimenDonated,Museum,done,Returns boolean indicating if specimen has been donated (donation flag != 0)
0x0076BD80,Museum_GetSpecimenDonationDate,Museum,done,"Returns packed 4-byte donation date (uint16_t year, uint8_t month, uint8_t day) for specimen"
0x0076B970,Museum_GetSpecimenDonatorName,Museum,done,"Resolves donator player UTF-16 name from player save +0x55A6 based on specimen donation flag"
0x0076B9E8,Museum_HasAnyDonations,Museum,done,Checks if at least one specimen is donated across all 274 museum slots
0x0076BB88,Museum_GetTotalDonationCount,Museum,done,"Iterates all 274 donation flag bytes and returns total number of donated specimens (0..274)"
0x0076BD24,Museum_CheckFossilsComplete,Museum,done,Returns true if all 67 fossil specimens have been donated
0x0076BE80,Museum_CheckInsectsComplete,Museum,done,Returns true if all 72 insect specimens have been donated
0x0076B8D0,Museum_CheckAquariumComplete,Museum,done,"Returns true if aquarium is complete (all 72 fish + all 30 deep-sea diving creatures = 102)"
0x0076C14C,Museum_CheckArtGalleryComplete,Museum,done,"Returns true if art gallery is complete (all 25 paintings + all 8 sculptures = 33)"
0x0076C2E4,Museum_GetCompletedWingCount,Museum,done,"Returns total count of fully completed museum wings (0..4: Paleontology, Insectarium, Aquarium, Art Gallery)"
0x0076C1EC,Museum_CalculateOverallCompletionPercentage,Museum,done,"Computes total museum completion percentage: (total_donations * 100) / 266"
0x0076C22C,Museum_CalculateAquariumCompletionPercentage,Museum,done,"Computes aquarium completion percentage: (aquarium_donations * 100) / 102"
0x0076C448,Museum_CalculateFossilCompletionPercentage,Museum,done,"Computes paleontology completion percentage: (fossil_donations * 100) / 67"
0x0076C4C4,Museum_CalculateInsectCompletionPercentage,Museum,done,"Computes insectarium completion percentage: (insect_donations * 100) / 72"
0x0076C5C8,Museum_CalculateArtCompletionPercentage,Museum,done,"Computes art gallery completion percentage: (art_donations * 100) / 33"
0x0076C540,Museum_CheckDinosaurSkeletonComplete,Museum,done,"Checks if all fossil parts belonging to a multi-part dinosaur skeleton group ID (<= 30) are donated"
0x0076BEDC,Museum_RoomHasAnyDonatedSpecimens,Museum,done,"Checks if specific museum exhibition room (IDs 0x4A..0x54) contains any donated specimens"
0x0076C3BC,Museum_GetDonatedArtCount,Museum,done,"Counts donated art pieces across 25 paintings and 8 sculptures (0..33)"
0x0076AC9C,Item_GetMuseumExhibitRoomId,Museum,done,"Maps specimen category and index to specific 3D exhibit room scene ID (0x4A..0x54)"
0x00767B44,Item_GetFossilDinosaurGroupId,Museum,done,Reads multi-part dinosaur skeleton group ID from item metadata offset +0x12
0x006BAD9C,Item_GetItemIdFromCategoryIndex,Museum,done,Converts museum category and relative index to global 16-bit ACNL item ID
0x006BB3FC,Museum_InitDonationsSaveBlock,Museum,done,"Clears 1372-byte museum save block at +0x6AE38: sets 274 dates to 2012-01-01 and zeroes 274 flags"
0x006BB544,Museum_ForceDonateTownSpecimen,Museum,done,Marks specimen as donated with special town flag (5) and sets current in-game date
0x006BB660,Museum_DonateSpecimen,Museum,done,"Records donation by active player (1..4), writes packed date, checks wing completion, and updates catalog"
0x002BF46C,Museum_InitCustomExhibitions,Museum,done,"Initializes 10484-byte 2F custom exhibition block at +0x502BC (4 rooms x 2520B furniture + 54B titles)"
